id,route,warehouse,delivery_time,delay_minutes,delay_reason,date
1770,I,WH2,1,93,None,2025-03-05
1771,H,WH1,1,63,Traffic,2024-08-03
1772,D,WH3,1,22,Mechanical,2024-12-28
1773,J,WH2,9,91,Traffic,2024-09-15
1774,D,WH2,5,2,None,2025-07-08
1775,D,WH1,3,99,None,2024-06-28
1776,D,WH2,6,106,Mechanical,2024-08-29
1777,E,WH1,7,89,None,2024-03-09
1778,A,WH1,2,68,Weather,2025-11-18
1779,B,WH4,6,60,Weather,2025-09-23
1780,J,WH2,2,37,Traffic,2024-08-04
1781,B,WH2,1,70,Mechanical,2024-01-27
1782,B,WH2,10,39,Mechanical,2025-07-19
1783,B,WH4,2,109,None,2024-05-22
1784,D,WH2,9,117,Traffic,2025-08-07
1785,B,WH4,6,1,Mechanical,2024-08-17
1786,F,WH4,4,93,None,2024-02-08
1787,I,WH1,5,92,Weather,2025-06-28
1788,F,WH4,6,72,Traffic,2025-05-11
1789,B,WH2,10,68,Traffic,2024-11-17
1790,B,WH1,7,65,None,2024-12-25
1791,D,WH3,2,61,Traffic,2025-07-17
1792,J,WH1,3,64,Traffic,2025-06-29
1793,B,WH4,9,51,Mechanical,2025-09-14
1794,J,WH1,4,57,Mechanical,2024-07-15
1795,F,WH4,6,68,Traffic,2024-10-12
1796,I,WH3,6,79,None,2025-09-14
1797,J,WH4,7,52,Mechanical,2025-12-02
1798,B,WH4,1,85,Mechanical,2025-10-17
1799,B,WH2,1,17,Mechanical,2024-06-26
1800,C,WH1,9,81,Weather,2024-07-18
1801,I,WH4,7,58,Weather,2025-05-25
1802,I,WH4,4,119,Weather,2025-10-27
1803,D,WH3,10,27,Weather,2024-04-30
1804,J,WH4,9,117,Traffic,2024-12-12
1805,E,WH3,5,112,Traffic,2024-08-27
1806,H,WH2,4,61,Traffic,2024-12-11
1807,C,WH1,8,82,None,2025-09-17
1808,A,WH2,8,5,Mechanical,2024-01-20
1809,I,WH3,4,97,Mechanical,2025-08-26
1810,E,WH4,7,0,Traffic,2024-05-16
1811,J,WH4,9,23,None,2025-07-28
1812,J,WH2,6,31,Mechanical,2025-11-27
1813,D,WH2,5,26,Traffic,2025-02-26
1814,B,WH2,3,17,Traffic,2025-12-30
1815,F,WH1,4,21,None,2025-08-17
1816,H,WH3,5,112,None,2024-03-16
1817,D,WH3,7,35,Mechanical,2025-01-17
1818,A,WH4,4,70,Mechanical,2025-08-25
1819,F,WH2,8,96,Weather,2025-03-06
1820,F,WH3,5,51,None,2025-01-06
1821,B,WH1,8,21,Mechanical,2024-03-12
1822,H,WH3,7,0,Traffic,2024-03-17
1823,C,WH1,7,56,Mechanical,2024-07-25
1824,D,WH2,8,69,Traffic,2025-12-16
1825,C,WH2,10,81,Mechanical,2024-04-01
1826,H,WH4,9,40,Traffic,2024-01-19
1827,B,WH2,3,103,Weather,2025-04-06
1828,C,WH4,3,5,Weather,2025-11-20
1829,D,WH2,10,9,Mechanical,2025-03-31
1830,E,WH3,2,41,Mechanical,2024-06-30
1831,J,WH3,10,62,Mechanical,2024-01-02
1832,I,WH4,9,12,None,2024-08-02
1833,H,WH3,9,74,None,2024-04-11
1834,H,WH2,10,26,Traffic,2025-10-04
1835,G,WH1,6,111,Traffic,2024-08-17
1836,I,WH4,7,86,Mechanical,2024-03-03
1837,I,WH4,3,47,None,2025-09-29
1838,E,WH1,10,74,Weather,2025-04-29
1839,B,WH2,6,1,None,2025-08-21
1840,A,WH4,6,100,Traffic,2024-06-21
1841,J,WH3,7,52,Weather,2024-04-26
1842,D,WH4,9,15,Weather,2025-04-23
1843,I,WH3,3,34,Traffic,2024-02-17
1844,I,WH3,2,60,Traffic,2024-12-30
1845,I,WH3,4,111,Mechanical,2025-12-05
1846,B,WH3,10,60,Traffic,2024-09-21
1847,B,WH3,4,104,Mechanical,2025-03-05
1848,J,WH3,2,86,Mechanical,2025-12-30
1849,C,WH3,4,97,Mechanical,2025-07-21
1850,F,WH3,4,29,Traffic,2024-02-26
1851,G,WH4,4,76,Weather,2025-07-13
1852,J,WH3,6,77,Traffic,2025-04-06
1853,I,WH1,2,21,Weather,2025-08-05
1854,G,WH1,4,1,Mechanical,2025-05-01
1855,A,WH1,6,12,Traffic,2025-11-13
1856,C,WH3,2,4,Traffic,2024-04-19
1857,E,WH3,5,28,Weather,2025-02-28
1858,E,WH4,7,74,None,2025-11-28
1859,H,WH2,1,82,Weather,2025-11-11
1860,D,WH2,2,103,Mechanical,2025-07-27
1861,F,WH1,3,104,Weather,2024-06-27
1862,I,WH4,2,38,None,2025-02-14
1863,J,WH4,5,63,Mechanical,2025-05-12
1864,I,WH1,7,50,Weather,2024-08-08
1865,I,WH1,2,62,Weather,2024-02-13
1866,C,WH3,1,84,None,2025-04-01
1867,F,WH1,7,6,None,2024-05-18
1868,J,WH4,6,90,Traffic,2025-08-27
1869,B,WH2,7,36,Mechanical,2025-08-22
1870,I,WH2,3,104,None,2025-07-27
1871,J,WH1,1,18,Traffic,2024-01-21
1872,G,WH4,6,10,Traffic,2024-10-04
1873,I,WH1,4,114,Mechanical,2024-07-10
1874,J,WH1,6,32,Weather,2025-12-12
1875,I,WH4,8,107,Traffic,2024-09-15
1876,J,WH4,5,11,Traffic,2024-04-07
1877,H,WH1,3,15,Weather,2025-10-31
1878,J,WH2,4,88,None,2025-05-26
1879,A,WH1,4,73,Mechanical,2025-07-15
1880,G,WH3,4,13,Traffic,2024-11-14
1881,C,WH1,8,42,Mechanical,2024-02-08
1882,F,WH3,1,94,Mechanical,2025-07-28
1883,C,WH1,5,104,None,2025-03-01
1884,I,WH1,8,44,Mechanical,2025-04-16
1885,H,WH3,7,34,Weather,2025-04-24
1886,B,WH3,6,89,None,2025-07-12
1887,C,WH4,1,28,None,2025-10-23
1888,F,WH4,3,109,Traffic,2025-11-22
1889,A,WH2,7,103,Traffic,2024-02-10
1890,F,WH3,10,47,Mechanical,2024-08-01
1891,D,WH4,3,71,Traffic,2024-04-15
1892,A,WH4,7,47,Mechanical,2024-09-08
1893,D,WH1,6,6,Weather,2025-01-03
1894,J,WH1,1,25,Weather,2025-12-03
1895,F,WH4,1,74,Traffic,2025-10-17
1896,F,WH2,8,60,Weather,2024-08-16
1897,C,WH4,1,72,Mechanical,2024-09-26
1898,E,WH3,8,110,Traffic,2024-10-24
1899,I,WH1,1,35,None,2025-03-09
1900,D,WH4,4,71,None,2025-07-31
1901,G,WH2,8,25,Traffic,2025-12-10
1902,J,WH2,2,20,Mechanical,2025-08-15
1903,E,WH4,6,27,Traffic,2025-04-07
1904,E,WH2,3,107,Traffic,2025-07-15
1905,C,WH4,8,113,None,2025-06-05
1906,J,WH2,1,80,None,2024-10-13
1907,G,WH1,2,111,Mechanical,2025-10-19
1908,B,WH3,5,19,Traffic,2024-08-17
1909,F,WH4,4,59,Weather,2025-06-16
1910,D,WH3,3,107,Mechanical,2024-08-07
1911,I,WH1,2,100,Weather,2024-03-18
1912,I,WH1,2,118,Weather,2024-07-04
1913,E,WH1,8,107,Mechanical,2025-01-15
1914,G,WH4,9,106,None,2025-08-16
1915,J,WH2,1,97,None,2025-02-14
1916,I,WH2,5,55,Mechanical,2024-01-16
1917,I,WH2,8,30,Mechanical,2024-07-14
1918,D,WH1,8,72,Traffic,2024-10-07
1919,G,WH3,3,63,Traffic,2024-06-24
1920,J,WH4,5,62,None,2025-01-25
1921,F,WH4,8,82,Traffic,2024-01-21
1922,E,WH2,1,66,None,2025-03-06
1923,A,WH2,6,3,Weather,2024-12-12
1924,I,WH3,3,89,Mechanical,2025-10-06
1925,I,WH1,2,86,Traffic,2024-11-26
1926,H,WH1,4,16,None,2025-03-25
1927,C,WH1,9,62,Weather,2024-01-02
1928,H,WH1,3,81,None,2024-04-27
1929,D,WH4,2,92,Weather,2024-02-19
1930,B,WH1,2,22,Weather,2025-02-08
1931,H,WH4,8,10,Mechanical,2024-06-28
1932,I,WH4,8,103,Traffic,2025-02-20
1933,G,WH2,6,6,None,2024-05-21
1934,C,WH2,8,96,Mechanical,2025-03-09
1935,C,WH2,4,117,Traffic,2025-07-22
1936,E,WH3,5,72,Mechanical,2025-02-23
1937,J,WH4,5,71,Mechanical,2024-01-24
1938,D,WH1,5,81,Weather,2025-08-31
1939,G,WH2,8,104,Weather,2024-09-24
1940,I,WH1,9,107,None,2024-01-19
1941,G,WH4,1,3,Mechanical,2024-01-26
1942,B,WH2,8,15,Traffic,2025-10-29
1943,F,WH4,5,26,Mechanical,2024-02-01
1944,B,WH3,3,67,Mechanical,2025-07-28
1945,D,WH2,1,17,Weather,2024-07-05
1946,G,WH2,1,36,Mechanical,2024-11-29
1947,E,WH4,5,25,Traffic,2024-06-08
1948,E,WH4,1,3,Weather,2024-11-01
1949,C,WH2,7,55,Traffic,2024-05-31
1950,I,WH2,6,23,Mechanical,2024-07-02
1951,C,WH4,6,5,Weather,2024-02-06
1952,B,WH3,6,89,Weather,2025-08-18
1953,E,WH4,4,94,Traffic,2024-11-14
1954,C,WH1,6,120,None,2025-01-29
1955,F,WH4,1,69,Traffic,2024-10-12
1956,C,WH1,10,8,None,2024-11-28
1957,G,WH3,7,85,Traffic,2025-12-26
1958,C,WH4,10,47,None,2025-05-01
1959,B,WH4,4,102,None,2025-06-08
1960,I,WH2,10,2,Traffic,2024-07-31
1961,A,WH4,2,101,Traffic,2024-10-27
1962,C,WH4,5,49,Traffic,2024-02-20
1963,I,WH3,5,57,Weather,2024-08-30
1964,C,WH1,6,74,Traffic,2025-07-01
1965,I,WH1,7,25,None,2024-10-12
1966,B,WH1,9,37,Weather,2025-05-29
1967,D,WH3,2,29,Mechanical,2024-07-15
1968,C,WH1,2,60,Mechanical,2024-10-27
1969,D,WH1,5,98,None,2024-01-27
1970,A,WH4,8,19,None,2024-11-12
1971,D,WH1,4,49,Mechanical,2025-01-10
1972,E,WH2,5,0,Traffic,2025-12-28
1973,J,WH3,8,16,Traffic,2025-04-05
1974,I,WH4,8,59,Weather,2024-04-29
1975,J,WH1,1,58,Mechanical,2024-05-05
1976,I,WH2,9,95,Weather,2025-01-16
1977,I,WH4,2,21,Mechanical,2025-09-02
1978,I,WH3,10,66,None,2025-04-11
1979,G,WH3,2,40,None,2024-01-05
1980,G,WH4,3,108,Mechanical,2024-05-29
1981,D,WH1,9,117,Traffic,2024-04-10
1982,G,WH2,10,99,None,2024-02-29
1983,F,WH1,7,51,Traffic,2025-05-18
1984,F,WH4,7,88,Traffic,2025-04-10
1985,J,WH4,4,17,None,2025-07-30
1986,J,WH3,7,118,Weather,2025-03-30
1987,A,WH3,8,57,Weather,2024-06-25
1988,I,WH4,2,28,Traffic,2025-03-19
1989,A,WH2,2,39,Traffic,2025-12-16
1990,G,WH3,1,53,None,2025-06-29
1991,I,WH1,6,81,Weather,2024-06-22
1992,I,WH1,7,34,Traffic,2024-11-27
1993,C,WH1,4,32,Traffic,2025-04-23
1994,C,WH2,2,45,Traffic,2024-12-01
1995,G,WH4,1,92,Traffic,2024-03-28
1996,A,WH4,5,57,Weather,2024-11-07
1997,C,WH2,1,117,Mechanical,2025-02-05
1998,E,WH2,4,98,Traffic,2025-11-25
1999,C,WH2,6,12,Mechanical,2024-03-14
2000,I,WH3,1,94,Weather,2025-05-06
2001,J,WH4,10,39,Weather,2025-11-04
2002,B,WH2,4,35,Mechanical,2024-01-30
2003,H,WH2,1,12,Traffic,2025-04-07
2004,J,WH4,6,1,Traffic,2025-03-13
2005,F,WH4,7,19,Mechanical,2025-10-20
2006,I,WH2,8,65,Weather,2025-02-07
2007,D,WH2,5,18,Traffic,2025-05-07
2008,F,WH3,3,97,Weather,2024-12-12
2009,I,WH3,3,2,Traffic,2024-03-21
2010,B,WH3,8,75,Weather,2025-08-08
2011,I,WH2,8,12,Weather,2024-09-04
2012,G,WH3,10,75,Mechanical,2024-04-26
2013,B,WH2,8,114,Mechanical,2024-08-05
2014,H,WH4,2,115,Traffic,2025-07-28
2015,G,WH1,6,61,None,2025-02-12
2016,F,WH4,8,97,Mechanical,2025-04-28
2017,C,WH3,1,85,Weather,2024-08-02
2018,F,WH4,10,64,Mechanical,2025-08-04
2019,F,WH2,2,49,Mechanical,2025-06-16
2020,A,WH4,9,56,Mechanical,2024-08-08
2021,H,WH3,3,16,Mechanical,2024-09-21
2022,G,WH3,2,98,Traffic,2024-03-22
2023,D,WH1,2,29,Weather,2025-08-17
2024,J,WH2,2,55,Mechanical,2024-09-07
2025,D,WH2,2,68,Weather,2024-09-12
2026,B,WH2,6,49,None,2024-04-20
2027,J,WH4,9,29,Weather,2024-08-19
2028,D,WH1,10,119,Mechanical,2024-12-28
2029,A,WH2,9,82,Traffic,2024-01-25
2030,C,WH4,6,57,Weather,2025-11-27
2031,G,WH2,10,120,Traffic,2025-07-23
2032,D,WH1,3,117,Weather,2024-01-05
2033,F,WH2,9,69,None,2025-05-08
2034,C,WH4,5,65,Weather,2025-05-26
2035,A,WH3,9,118,Traffic,2025-05-19
2036,C,WH4,1,49,Mechanical,2025-10-23
2037,D,WH4,1,22,Traffic,2025-09-03
2038,B,WH4,7,1,None,2024-03-01
2039,C,WH1,9,98,Mechanical,2024-05-17
2040,I,WH1,4,36,Weather,2024-07-14
2041,A,WH2,3,120,None,2024-11-18
2042,B,WH2,5,69,Weather,2025-05-10
2043,G,WH1,2,74,None,2024-12-22
2044,J,WH4,6,64,Weather,2025-05-31
2045,I,WH4,3,27,Traffic,2024-04-19
2046,I,WH1,1,53,Mechanical,2025-04-16
2047,C,WH3,9,13,Traffic,2024-06-11
2048,E,WH2,5,4,Weather,2024-10-30
2049,E,WH2,10,22,Mechanical,2024-11-11
2050,I,WH3,5,0,Mechanical,2024-03-28
2051,A,WH2,9,104,None,2024-06-19
2052,I,WH3,4,75,None,2025-11-18
2053,G,WH1,10,27,Traffic,2024-12-03
2054,H,WH2,5,117,None,2025-07-04
2055,I,WH2,2,90,Traffic,2025-07-29
2056,E,WH3,2,7,Weather,2025-04-17
2057,D,WH3,3,80,Weather,2024-01-10
2058,C,WH2,7,33,Traffic,2025-06-15
2059,F,WH3,9,109,Weather,2024-05-09
2060,F,WH4,6,94,Mechanical,2025-04-18
2061,A,WH3,5,88,Mechanical,2024-01-08
2062,J,WH1,6,11,Mechanical,2025-07-31
2063,G,WH3,7,112,Weather,2024-08-09
2064,C,WH4,2,18,Weather,2025-12-02
2065,F,WH3,10,4,Mechanical,2024-03-18
2066,A,WH1,2,44,Traffic,2025-11-06
2067,I,WH4,10,72,Traffic,2025-02-11
2068,E,WH2,8,27,Mechanical,2025-12-21
2069,H,WH2,8,45,Mechanical,2024-11-01
2070,J,WH3,5,4,Weather,2024-07-05
2071,G,WH4,1,109,Weather,2024-03-01
2072,J,WH4,9,117,None,2025-07-04
2073,D,WH4,8,12,Traffic,2024-04-16
2074,H,WH2,6,10,None,2024-04-29
2075,I,WH3,6,40,Traffic,2024-09-02
2076,B,WH1,9,36,None,2024-02-01
2077,D,WH2,3,69,Weather,2024-08-21
2078,I,WH1,3,118,Weather,2025-10-06
2079,F,WH4,2,63,Mechanical,2024-11-02
2080,I,WH2,10,48,Mechanical,2025-07-08
2081,B,WH3,2,23,None,2024-12-27
2082,G,WH3,8,46,None,2025-08-13
2083,I,WH2,5,81,Weather,2025-06-15
2084,D,WH1,4,50,Weather,2024-01-07
2085,E,WH1,7,15,None,2024-01-18
2086,D,WH2,6,44,Weather,2024-01-21
2087,I,WH1,2,40,Traffic,2024-08-21
2088,C,WH3,4,58,Weather,2025-09-09
2089,F,WH1,10,16,Traffic,2025-12-21
2090,A,WH4,8,86,Mechanical,2024-05-25
2091,G,WH1,8,56,None,2025-02-27
2092,D,WH3,9,54,Mechanical,2024-01-07
2093,B,WH2,4,28,Weather,2024-03-08
2094,F,WH2,10,56,Traffic,2024-09-06
2095,D,WH4,7,59,Traffic,2025-10-29
2096,H,WH2,3,47,Mechanical,2024-04-18
2097,E,WH1,3,89,Mechanical,2025-05-02
2098,E,WH2,5,103,None,2024-02-07
2099,I,WH1,5,104,Traffic,2024-02-14
2100,H,WH3,4,45,None,2024-02-23
2101,J,WH3,2,2,Mechanical,2024-10-15
2102,H,WH1,8,56,Mechanical,2025-04-03
2103,I,WH4,8,96,None,2024-02-23
2104,D,WH4,4,116,Traffic,2024-10-14
2105,D,WH2,1,67,Traffic,2024-11-27
2106,J,WH4,9,28,Weather,2024-07-16
2107,H,WH4,9,115,Mechanical,2025-11-19
2108,A,WH3,2,14,Weather,2025-04-07
2109,C,WH4,6,53,Mechanical,2024-03-14
2110,I,WH1,10,6,Traffic,2025-04-05
2111,J,WH3,4,20,Weather,2024-09-17
2112,A,WH4,1,16,Traffic,2025-02-05
2113,B,WH3,10,116,Traffic,2024-05-03
2114,B,WH3,5,110,Traffic,2025-05-22
2115,A,WH2,2,58,Traffic,2025-08-22
2116,G,WH1,7,29,Traffic,2025-11-23
2117,C,WH2,10,54,Weather,2024-07-29
2118,E,WH3,5,94,Traffic,2025-08-21
2119,G,WH1,7,90,Mechanical,2024-06-19
2120,C,WH2,10,117,Weather,2025-01-31
2121,D,WH3,7,18,Mechanical,2025-01-13
2122,A,WH2,4,50,None,2024-04-17
2123,B,WH2,5,8,Mechanical,2024-08-04
2124,H,WH4,7,13,Traffic,2025-03-15
2125,G,WH3,6,112,Weather,2024-10-27
2126,C,WH4,3,69,Weather,2024-07-28
2127,F,WH1,1,87,None,2024-04-02
2128,B,WH4,1,95,Weather,2024-10-29
2129,F,WH2,1,73,Mechanical,2025-09-25
2130,J,WH1,10,74,Weather,2025-03-10
2131,F,WH3,8,97,Traffic,2025-11-05
2132,E,WH4,9,68,Mechanical,2025-12-25
2133,E,WH4,4,8,Traffic,2024-12-01
2134,B,WH4,8,120,Traffic,2025-04-22
2135,D,WH4,10,32,Mechanical,2024-04-02
2136,B,WH4,8,108,Mechanical,2024-07-30
2137,E,WH2,7,9,Traffic,2024-03-26
2138,E,WH3,5,12,Weather,2024-08-16
2139,A,WH3,10,58,Weather,2025-05-24
2140,B,WH4,10,2,Traffic,2024-03-22
2141,B,WH2,4,89,Weather,2025-06-09
2142,B,WH2,8,86,Weather,2025-04-23
2143,A,WH2,3,29,Mechanical,2024-02-19
2144,B,WH2,1,88,Mechanical,2025-07-11
2145,A,WH4,7,2,Weather,2025-08-16
2146,I,WH3,4,70,None,2025-09-16
2147,J,WH1,4,68,Traffic,2024-03-12
2148,A,WH2,3,71,Weather,2024-07-29
2149,E,WH3,4,8,None,2024-10-14
2150,A,WH2,10,95,Weather,2025-12-17
2151,D,WH4,9,19,None,2025-02-05
2152,A,WH4,6,12,None,2024-03-23
2153,H,WH2,7,0,None,2025-04-14
2154,G,WH2,1,15,None,2024-10-04
2155,J,WH2,8,119,Mechanical,2024-02-15
2156,J,WH4,8,101,Weather,2024-08-28
2157,J,WH2,1,46,Mechanical,2024-04-05
2158,H,WH2,4,99,Mechanical,2025-07-31
2159,C,WH3,2,92,Weather,2024-07-18
2160,A,WH3,2,36,Weather,2025-12-12
2161,F,WH2,4,54,Mechanical,2024-07-31
2162,A,WH2,9,75,Traffic,2025-02-24
2163,E,WH3,3,20,None,2025-01-06
2164,H,WH2,8,119,Weather,2025-04-10
2165,I,WH1,2,89,None,2025-10-15
2166,F,WH4,9,89,Weather,2025-09-14
2167,J,WH2,9,87,None,2025-02-22
2168,J,WH1,4,94,Mechanical,2024-05-22
2169,D,WH4,2,56,Traffic,2024-05-28
2170,C,WH4,7,104,Weather,2025-10-24
2171,C,WH2,8,90,Mechanical,2024-11-01
2172,C,WH1,1,20,Mechanical,2024-06-03
2173,J,WH2,2,17,Mechanical,2024-04-01
2174,C,WH3,9,33,Traffic,2024-11-23
2175,C,WH3,6,22,Mechanical,2024-04-17
2176,D,WH2,9,34,Traffic,2025-02-05
2177,C,WH4,6,18,Traffic,2025-11-14
2178,A,WH4,2,93,Weather,2025-07-29
2179,F,WH1,2,54,Weather,2024-10-31
2180,I,WH3,10,55,Traffic,2024-03-30
2181,H,WH1,9,119,Weather,2024-02-04
2182,C,WH3,4,89,None,2024-03-06
2183,B,WH1,1,52,Traffic,2025-02-01
2184,J,WH1,10,112,Mechanical,2025-05-06
2185,I,WH1,9,13,Weather,2024-04-11
2186,A,WH3,7,87,None,2024-09-08
2187,G,WH1,2,30,Traffic,2025-10-18
2188,I,WH3,3,74,None,2024-10-04
2189,J,WH4,1,10,Traffic,2024-02-09
2190,A,WH4,1,10,Mechanical,2024-05-11
2191,F,WH4,3,43,Mechanical,2025-10-05
2192,E,WH1,8,17,None,2025-05-15
2193,J,WH3,5,106,None,2024-02-19
2194,B,WH4,4,81,Mechanical,2025-08-12
2195,H,WH4,6,93,Weather,2024-09-30
2196,D,WH1,10,116,Mechanical,2024-04-29
2197,B,WH4,10,77,Traffic,2025-06-25
2198,G,WH1,6,30,Mechanical,2024-02-05
2199,C,WH2,9,0,Mechanical,2025-11-06
2200,D,WH3,2,28,Weather,2024-11-22
2201,A,WH2,9,60,None,2025-08-27
2202,G,WH1,3,73,Mechanical,2025-02-06
2203,H,WH1,3,9,None,2025-12-09
2204,G,WH2,6,28,Traffic,2025-05-07
2205,J,WH2,1,21,Traffic,2024-11-07
2206,B,WH4,2,75,Traffic,2025-01-04
2207,E,WH3,8,79,None,2025-07-03
2208,D,WH2,8,113,Weather,2024-04-12
2209,E,WH2,10,94,None,2024-12-13
2210,H,WH2,10,22,Weather,2025-06-25
2211,G,WH4,3,71,Traffic,2025-06-23
2212,A,WH1,10,37,Weather,2025-09-27
2213,A,WH4,10,83,Weather,2024-04-30
2214,E,WH2,4,98,Mechanical,2024-05-16
2215,C,WH4,10,9,Traffic,2025-04-15
2216,A,WH3,9,120,Traffic,2024-03-24
2217,I,WH3,2,100,Weather,2025-11-19
2218,A,WH2,9,15,Traffic,2025-03-28
2219,J,WH1,1,2,None,2025-10-20
2220,B,WH4,1,113,Weather,2024-06-28
2221,D,WH4,7,42,Traffic,2025-06-16
2222,C,WH4,3,48,Traffic,2024-01-01
2223,J,WH2,8,32,Traffic,2024-06-16
2224,B,WH2,10,82,Mechanical,2024-12-15
2225,E,WH3,10,68,Traffic,2024-08-22
2226,I,WH1,4,80,Weather,2025-01-07
2227,D,WH2,1,1,Traffic,2024-10-09
2228,G,WH3,10,38,None,2024-10-17
2229,B,WH2,6,39,Traffic,2025-07-20
2230,G,WH3,10,76,Weather,2025-09-06
2231,A,WH2,3,102,Weather,2025-02-04
2232,E,WH4,7,112,Mechanical,2025-06-23
2233,D,WH1,3,10,Weather,2024-03-19
2234,F,WH3,4,60,Traffic,2024-11-20
2235,J,WH1,3,49,Mechanical,2024-01-28
2236,B,WH2,2,2,Traffic,2025-03-11
2237,B,WH1,5,5,Weather,2024-08-31
2238,F,WH3,4,109,Mechanical,2025-08-29
2239,B,WH2,6,39,Weather,2025-01-10
2240,A,WH4,9,19,Mechanical,2024-02-26
2241,B,WH1,8,35,Weather,2024-07-24
2242,E,WH3,7,53,Mechanical,2024-12-02
2243,C,WH1,10,33,Mechanical,2025-10-05
2244,C,WH2,7,120,None,2025-03-16
2245,A,WH4,7,111,Weather,2025-04-18
2246,J,WH1,6,68,None,2025-10-23
2247,B,WH3,7,19,Traffic,2025-02-09
2248,C,WH3,5,28,Weather,2024-10-26
2249,D,WH3,4,9,Mechanical,2024-01-07
2250,E,WH2,2,70,Traffic,2025-01-19
2251,A,WH1,7,51,Traffic,2025-06-20
2252,G,WH2,4,102,Traffic,2024-07-10
2253,B,WH2,3,65,Mechanical,2024-03-03
2254,G,WH3,9,73,Traffic,2025-03-03
2255,E,WH4,2,21,None,2024-10-08
2256,J,WH3,7,41,Traffic,2024-09-21
2257,J,WH1,2,58,Weather,2024-06-17
2258,F,WH4,5,108,Traffic,2025-11-25
2259,A,WH2,10,14,Traffic,2024-07-21
2260,J,WH4,1,9,None,2024-05-05
2261,I,WH1,5,78,None,2025-10-07
2262,F,WH2,8,31,None,2024-07-10
2263,E,WH1,10,87,Weather,2024-06-07
2264,B,WH3,7,32,Mechanical,2025-07-24
2265,I,WH4,2,79,Weather,2024-01-13
2266,E,WH4,5,27,Mechanical,2025-07-01
2267,A,WH4,8,86,None,2025-12-22
2268,F,WH4,9,33,Mechanical,2025-02-11
2269,G,WH3,4,40,Traffic,2025-12-15
2270,B,WH1,3,63,Traffic,2025-07-25
2271,G,WH1,2,84,None,2025-08-15
2272,E,WH4,3,24,Mechanical,2024-02-08
2273,E,WH2,4,1,Weather,2024-06-20
2274,E,WH3,3,8,Mechanical,2024-11-14
2275,D,WH2,9,85,Traffic,2025-10-25
2276,F,WH4,6,40,Mechanical,2025-04-05
2277,B,WH4,2,86,Traffic,2024-08-10
2278,D,WH1,1,32,Mechanical,2024-11-11
2279,J,WH4,10,26,Mechanical,2024-04-13
2280,B,WH3,9,106,Weather,2025-11-02
2281,J,WH1,2,77,Mechanical,2024-09-14
2282,D,WH3,8,13,None,2025-08-31
2283,I,WH1,6,11,None,2024-05-17
2284,I,WH1,8,105,Weather,2025-05-07
2285,C,WH2,5,92,None,2024-08-02
2286,E,WH3,2,19,Mechanical,2024-07-27
2287,F,WH1,8,91,Traffic,2025-08-30
2288,E,WH1,8,38,Mechanical,2024-07-12
2289,G,WH2,7,66,Weather,2024-08-26
2290,F,WH2,3,113,Weather,2024-01-25
2291,E,WH4,5,47,Weather,2024-07-28
2292,E,WH2,4,100,Mechanical,2025-03-16
2293,G,WH2,7,78,Traffic,2025-01-10
2294,J,WH2,10,90,Mechanical,2024-04-27
2295,B,WH2,9,117,Traffic,2024-08-15
2296,A,WH3,7,30,Traffic,2024-06-17
2297,E,WH2,9,93,Mechanical,2025-07-12
2298,F,WH1,5,28,Traffic,2025-06-20
2299,B,WH1,1,42,Traffic,2024-09-26
2300,I,WH1,2,27,Traffic,2024-07-27
2301,G,WH3,7,32,None,2025-07-07
2302,G,WH1,7,0,Mechanical,2025-03-17
2303,J,WH4,8,98,Mechanical,2025-07-21
2304,I,WH2,5,24,Mechanical,2024-06-03
2305,E,WH3,2,48,None,2025-10-04
2306,B,WH3,8,104,None,2024-10-11
2307,A,WH1,2,88,Mechanical,2024-09-05
2308,D,WH4,6,13,Mechanical,2024-01-03
2309,H,WH1,5,31,Mechanical,2024-04-27
2310,B,WH1,7,9,Mechanical,2024-07-20
2311,G,WH4,5,70,Weather,2025-03-12
2312,H,WH3,10,55,Mechanical,2025-12-24
2313,B,WH2,8,117,Weather,2025-11-08
2314,B,WH4,9,52,Traffic,2024-07-04
2315,G,WH3,9,86,Mechanical,2025-07-30
2316,E,WH3,1,18,Traffic,2024-09-25
2317,C,WH1,4,101,Mechanical,2025-01-25
2318,H,WH1,4,42,Weather,2025-02-18
2319,G,WH4,5,0,None,2024-08-08
2320,F,WH2,1,27,None,2025-07-06
2321,J,WH1,8,10,Mechanical,2024-11-15
2322,I,WH3,2,37,Traffic,2024-06-13
2323,F,WH2,8,14,Mechanical,2025-10-05
2324,G,WH2,7,115,Weather,2025-09-15
2325,J,WH2,9,16,Traffic,2024-08-27
2326,G,WH4,3,89,None,2025-01-31
2327,I,WH2,6,13,Weather,2024-12-03
2328,I,WH4,1,108,Traffic,2025-05-19
2329,D,WH3,6,2,None,2025-08-09
2330,G,WH4,6,103,Mechanical,2024-06-10
2331,I,WH3,8,0,None,2024-07-21
2332,C,WH2,7,31,None,2025-11-25
2333,G,WH2,2,111,Mechanical,2025-01-16
2334,I,WH1,4,35,Weather,2024-08-08
2335,D,WH4,4,0,None,2025-04-13
2336,H,WH4,3,4,Mechanical,2025-03-21
2337,D,WH2,6,100,Weather,2025-04-22
2338,I,WH2,2,73,Mechanical,2024-09-13
2339,H,WH4,1,41,Weather,2024-08-12
2340,J,WH3,7,18,Mechanical,2024-03-07
